-11.7831	-47.0182	1
-14.6168	-46.1004	2
-6.73732	-49.1194	3
-8.38523	-47.5605	4
-2.12701	-53.5986	5
-3.1813	-51.0699	6
-18.3961	-44.5139	7
-25.5318	-44.4558	8
-33.7957	-46.0329	9
-7.78286	-45.3062	10
-11.9287	-43.4673	11
0.156604	-61.3538	12
0.367638	-57.4616	13
-1.09168	-49.2909	14
-2.68866	-46.0206	15
-41.6802	-47.401	16
-50.3832	-49.7075	17
3.55517	-56.1331	18
3.46218	-52.0995	19
-11.4346	-39.6141	20
-18.1151	-38.3928	21
-27.1539	-41.0034	22
-0.577201	-42.8257	23
-3.97026	-38.8085	24
-3.35872	-71.4982	25
0.04591	-66.8829	26
7.19266	-50.0515	27
6.17437	-45.2448	28
4.86664	-65.8992	29
6.95635	-60.9575	30
-36.1848	-42.1394	31
-44.6194	-45.2811	32
12.3555	-59.7559	33
12.6297	-54.1428	34
-1.73854	-33.8304	35
-8.60506	-30.9353	36
-17.36	-33.2464	37
-58.671	-51.7309	38
-67.3791	-54.3707	39
11.2717	-43.1383	40
11.0359	-37.8791	41
7.07825	-33.3285	42
17.9687	-52.0795	43
16.5771	-46.3286	44
5.44333	-72.2283	45
13.4288	-71.7421	46
16.9247	-65.6972	47
-7.65514	-77.1091	48
-1.18663	-76.755	49
-53.2391	-47.2893	50
-61.8486	-50.4906	51
24.6768	-64.2442	52
24.5951	-56.6553	53
20.184	-43.1647	54
17.4506	-38.1531	55
-25.5068	-32.5108	56
-35.7617	-35.5236	57
-42.3783	-39.8856	58
20.5657	-33.9927	59
17.639	-29.1912	60
10.5598	-28.3478	61
30.3111	-52.2196	62
27.3509	-45.4917	63
-22.082	-84.0567	64
-15.1327	-81.3014	65
8.86734	-22.5426	66
0.306985	-21.2608	67
-7.53995	-24.9564	68
-14.8792	-23.9716	69
-23.4723	-27.3747	70
30.924	-40.4758	71
26.8282	-34.0235	72
16.007	-78.9307	73
25.8118	-78.1308	74
30.5656	-71.3815	75
-50.3183	-42.0928	76
-57.8446	-45.6952	77
27.9986	-28.9701	78
21.8448	-26.2334	79
39.3281	-55.4597	80
42.7879	-48.701	81
38.8221	-42.1066	82
40.6575	-71.8136	83
44.1016	-63.5648	84
21.4076	-20.6325	85
14.7467	-18.8787	86
-6.24699	-83.2591	87
-0.696652	-86.4667	88
9.55067	-84.8002	89
42.4334	-36.467	90
40.2307	-30.3949	91
33.434	-26.681	92
14.8854	-12.9058	93
7.12102	-11.6584	94
0.552343	-15.4781	95
33.4105	-20.9458	96
26.9173	-18.0154	97
-8.22117	-15.041	98
-15.0533	-18.7064	99
53.9816	-65.4299	100
56.609	-57.1824	101
51.5938	-50.4065	102
54.3257	-43.4885	103
49.7183	-38.0449	104
-20.0443	-85.3456	105
-13.9978	-85.6481	106
27.5941	-12.2046	107
20.8155	-9.78559	108
29.1841	-85.2626	109
39.1329	-85.8898	110
45.053	-79.528	111
51.7894	-32.6188	112
45.7266	-28.6289	113
-30.8121	-27.3508	114
-39.0185	-30.7595	115
-42.2903	-34.8099	116
46.254	-22.9253	117
39.606	-19.2593	118
55.0839	-81.0319	119
59.4531	-73.1429	120
41.1058	-13.5202	121
34.1672	-10.2585	122
65.7838	-57.8587	123
67.5475	-49.6497	124
62.3962	-43.9275	125
64.2896	-36.8401	126
58.501	-32.3946	127
59.1733	-26.5	128
52.802	-22.1879	129
12.2482	-90.7029	130
22.3299	-90.6838	131
69.6418	-74.2498	132
71.5762	-64.8099	133
21.6129	-3.71139	134
13.8093	-1.91497	135
6.71057	-5.57066	136
54.8443	-16.7223	137
48.247	-12.6041	138
75.6768	-49.1422	139
76.1894	-41.2074	140
70.9807	-36.5599	141
36.3195	-4.36286	142
28.7446	-1.37527	143
70.9616	-29.7091	144
65.518	-26.2926	145
-50.7256	-37.3834	146
-56.3679	-41.0906	147
51.5804	-7.17815	148
44.1509	-3.25188	149
-2.7004	-5.60285	150
-9.7494	-9.62737	151
80.9072	-64.1693	152
81.3382	-54.8581	153
67.3281	-21.4709	154
61.9304	-16.7953	155
-24.1763	-19.2759	156
-30.9406	-22.7364	157
76.1821	-28.4603	158
73.3202	-22.9365	159
82.9336	-39.5899	160
81.7007	-32.2378	161
66.6941	-12.5451	162
59.8582	-7.24568	163
41.3323	-93.5501	164
51.4425	-95.1055	165
58.7739	-89.336	166
89.0396	-52.7219	167
88.5569	-44.342	168
79.0761	-20.592	169
75.2337	-14.6799	170
69.4325	-91.6442	171
75.2075	-82.4002	172
86.4472	-81.1676	173
87.4035	-70.7711	174
88.0834	-30.6397	175
85.6568	-23.9846	176
48.3488	2.47853	177
40.1715	6.34572	178
31.3909	4.95065	179
65.2241	-1.94057	180
57.3505	2.71275	181
96.0229	-67.7007	182
95.2924	-58.0931	183
